transaction_id,account_id,customer_id,txn_date,txn_time,txn_type,channel,description,counterparty_name,counterparty_bank,counterparty_country,amount,running_balance,is_alerted,alert_id
TXN-000151,ACC-0033,CUST-0014,2025-02-11,16:54:16,Wire Debit,Wire,Counterparty Screening Match,Al-Rashid Trading LLC,Continental Trust Bank,USA,67789.81,3096264.48,true,ALERT-2025-00640
TXN-000152,ACC-0023,CUST-0009,2025-02-12,10:43:30,ACH Debit,ACH,Utility Payment,Green Electric Utility,Metro Utility Bank,USA,217.45,47695.69,false,
TXN-000153,ACC-0030,CUST-0013,2025-02-12,15:52:33,Wire Debit,Wire,Counterparty Screening Match,Al-Rashid Trading LLC,Continental Trust Bank,USA,89834.57,350706.30,true,ALERT-2025-00591
TXN-000154,ACC-0016,CUST-0006,2025-02-13,08:12:53,POS Debit,Debit Card,Grocery Purchase,FreshMart Grocery,First National Bank — US,USA,198.65,11228.85,false,
TXN-000155,ACC-0035,CUST-0014,2025-02-13,09:36:43,Wire Debit,Wire,International Wire Transfer,Tehran Star Trading,Tehran Commerce Bank,Iran,28432.88,2578666.18,true,ALERT-2025-00688
TXN-000156,ACC-0036,CUST-0014,2025-02-13,10:31:19,Wire Debit,Wire,International Wire Transfer,Orontes Market Co,Damascus Mercantile Bank,Syria,47507.10,1741273.65,true,ALERT-2025-00648
TXN-000157,ACC-0033,CUST-0014,2025-02-13,13:44:31,Wire Debit,Wire,Counterparty Screening Match,Eastern Star Holdings,Gateway National Bank,USA,74119.17,3022145.31,true,ALERT-2025-00622
TXN-000158,ACC-0031,CUST-0013,2025-02-13,14:23:07,Cash Deposit,Branch,Cash Deposit,,,USA,38754.05,363562.31,true,ALERT-2025-00613
TXN-000159,ACC-0036,CUST-0014,2025-02-13,17:29:39,Wire Debit,Wire,Trade Payment - Invoice INV85574,Monterrey Industrial Exporters,Banco Industrial Norte,Mexico,40000.00,1701273.65,true,ALERT-2025-00658
TXN-000160,ACC-0036,CUST-0014,2025-02-14,08:56:22,Wire Debit,Wire,International Wire Transfer,Tehran Star Trading,Parsian Bank,Iran,83712.11,1617561.54,true,ALERT-2025-00684
TXN-000161,ACC-0038,CUST-0015,2025-02-14,09:23:28,Cash Deposit,Branch,Cash Deposit,,,USA,8951.65,221063.42,true,ALERT-2025-00708
TXN-000162,ACC-0039,CUST-0015,2025-02-14,09:45:59,Wire Debit,Wire,International Wire Transfer,Myo Thant Enterprises,Mandalay Trade Bank,Myanmar,59129.07,1443027.39,true,ALERT-2025-00721
TXN-000163,ACC-0035,CUST-0014,2025-02-14,15:50:45,Wire Debit,Wire,International Wire Transfer,Marib Commodities,Sanaa Exchange Bank,Yemen,57142.54,2521523.64,true,ALERT-2025-00670
TXN-000164,ACC-0037,CUST-0015,2025-02-15,08:26:43,Cash Deposit,Branch,Cash Deposit,,,USA,41733.17,969714.99,true,ALERT-2025-00703
TXN-000165,ACC-0035,CUST-0014,2025-02-15,09:24:35,Wire Debit,Wire,International Wire Transfer,Myo Thant Enterprises,Yangon Commercial Bank,Myanmar,61253.21,2460270.43,true,ALERT-2025-00695
TXN-000166,ACC-0037,CUST-0015,2025-02-15,09:32:07,Wire Debit,Wire,International Wire Transfer,Marib Commodities,Sanaa Exchange Bank,Yemen,61793.94,907921.05,true,ALERT-2025-00715
TXN-000167,ACC-0037,CUST-0015,2025-02-15,13:48:30,Wire Debit,Wire,International Wire Transfer,Aung Min Trading,Yangon Commercial Bank,Myanmar,38070.16,869850.89,true,ALERT-2025-00735
TXN-000168,ACC-0033,CUST-0014,2025-02-16,09:15:01,Wire Debit,Wire,International Wire Transfer,Parsian Industrial Group,Tehran Commerce Bank,Iran,50739.13,2971406.18,true,ALERT-2025-00694
TXN-000169,ACC-0037,CUST-0015,2025-02-16,11:08:23,Wire Debit,Wire,Trade Payment - Invoice INV48827,Istanbul Marine Parts,Anatolia Merchant Bank,Turkey,25000.00,844850.89,true,ALERT-2025-00747
TXN-000170,ACC-0041,CUST-0016,2025-02-17,08:39:26,ACH Debit,ACH,Payroll Payment,Payroll Processing Co,First National Bank — US,USA,53183.34,14904.88,false,
TXN-000171,ACC-0037,CUST-0015,2025-02-17,15:48:13,Wire Debit,Wire,Trade Payment - Invoice INV98408,Ho Chi Minh Textile Supply,Saigon Commercial Bank,Vietnam,85000.00,759850.89,true,ALERT-2025-00696
TXN-000172,ACC-0027,CUST-0011,2025-02-18,10:53:39,POS Debit,Debit Card,Grocery Purchase,FreshMart Grocery,First National Bank — US,USA,169.03,118018.80,false,
TXN-000173,ACC-0036,CUST-0014,2025-02-18,14:17:28,Wire Debit,Wire,Counterparty Screening Match,Al-Rashid Trading LLC,Continental Trust Bank,USA,87574.07,1529987.47,true,ALERT-2025-00673
TXN-000174,ACC-0040,CUST-0016,2025-02-19,09:14:15,Wire Debit,Wire,Outgoing Wire Transfer,Continental Payment Hub,Metro Regional Bank,USA,51843.36,175719.23,true,ALERT-2025-00790
TXN-000175,ACC-0037,CUST-0015,2025-02-19,09:15:14,Wire Debit,Wire,Trade Payment - Invoice INV65586,Shenzhen Allied Components,Pearl River Trade Bank,China,85000.00,674850.89,true,ALERT-2025-00706
TXN-000176,ACC-0034,CUST-0014,2025-02-19,09:27:26,ACH Debit,Online,Tax or Insurance Payment,Treasury Services Clearing,First National Bank — US,USA,15680.07,352774.05,false,
TXN-000177,ACC-0038,CUST-0015,2025-02-19,10:22:26,Cash Deposit,Branch,Cash Deposit,,,USA,22555.07,243618.49,true,ALERT-2025-00748
TXN-000178,ACC-0035,CUST-0014,2025-02-19,15:15:14,Wire Debit,Wire,Trade Payment - Invoice INV23283,Dubai Free Zone Commodities,Emirates Trade Bank,United Arab Emirates,30000.00,2430270.43,true,ALERT-2025-00667
TXN-000179,ACC-0037,CUST-0015,2025-02-19,17:36:36,Wire Debit,Wire,International Wire Transfer,Aden Freight Services,Aden Commercial Bank,Yemen,77668.46,597182.43,true,ALERT-2025-00720
TXN-000180,ACC-0039,CUST-0015,2025-02-20,13:19:30,Wire Debit,Wire,International Wire Transfer,Kazan Metals LLC,Moscow Industrial Bank,Russia,59072.57,1383954.82,true,ALERT-2025-00757
TXN-000181,ACC-0049,CUST-0018,2025-02-20,14:30:02,ACH Debit,ACH,Payroll Payment,Payroll Processing Co,First National Bank — US,USA,36934.76,177310.45,false,
TXN-000182,ACC-0032,CUST-0013,2025-02-20,14:48:02,ACH Debit,ACH,Commercial Utility Payment,Utility Services USA,Metro Utility Bank,USA,2167.90,267409.10,false,
TXN-000183,ACC-0036,CUST-0014,2025-02-20,16:49:10,Wire Debit,Wire,Counterparty Screening Match,Eastern Star Holdings,Continental Trust Bank,USA,12742.86,1517244.61,true,ALERT-2025-00691
TXN-000184,ACC-0039,CUST-0015,2025-02-21,11:37:14,Wire Debit,Wire,Counterparty Screening Match,Al-Rashid Trading LLC,Atlantic Correspondent Bank,USA,16056.53,1367898.29,true,ALERT-2025-00764
TXN-000185,ACC-0011,CUST-0004,2025-02-21,14:50:53,ACH Debit,ACH,Utility Payment,Green Electric Utility,Metro Utility Bank,USA,344.24,281498.39,false,
TXN-000186,ACC-0041,CUST-0016,2025-02-21,17:00:00,Cash Deposit,Branch,Cash Deposit,,,USA,40965.32,55870.20,true,ALERT-2025-00834
TXN-000187,ACC-0041,CUST-0016,2025-02-22,11:33:46,Cash Deposit,Branch,Cash Deposit,,,USA,19395.15,75265.35,true,ALERT-2025-00777
TXN-000188,ACC-0037,CUST-0015,2025-02-22,13:32:05,Wire Debit,Wire,International Wire Transfer,Isfahan Merchant House,Parsian Bank,Iran,46916.96,550265.47,true,ALERT-2025-00728
TXN-000189,ACC-0037,CUST-0015,2025-02-23,12:54:29,Wire Credit,Wire,Incoming Wire Transfer,Gateway Settlement Partners,Gateway National Bank,USA,278245.39,828510.86,true,ALERT-2025-00733
TXN-000190,ACC-0051,CUST-0019,2025-02-23,15:21:14,ACH Credit,ACH,Client Invoice Payment,Client Invoice Payment,Gateway National Bank,USA,78651.05,80651.05,false,
TXN-000191,ACC-0039,CUST-0015,2025-02-24,09:33:54,Wire Debit,Wire,International Wire Transfer,Aung Min Trading,Mandalay Trade Bank,Myanmar,64808.81,1303089.48,true,ALERT-2025-00746
TXN-000192,ACC-0037,CUST-0015,2025-02-24,09:37:36,Cash Deposit,Branch,Cash Deposit,,,USA,9113.54,837624.40,true,ALERT-2025-00761
TXN-000193,ACC-0041,CUST-0016,2025-02-24,10:11:00,Cash Deposit,Branch,Cash Deposit,,,USA,39141.97,114407.32,true,ALERT-2025-00807
TXN-000194,ACC-0003,CUST-0001,2025-02-24,12:51:39,ATM Withdrawal,ATM,ATM Withdrawal,City ATM Network,First National Bank — US,USA,293.74,536557.25,false,
TXN-000195,ACC-0040,CUST-0016,2025-02-25,08:15:28,Wire Debit,Wire,Counterparty Screening Match,Kaveh Mohammadi,Continental Trust Bank,USA,81457.33,94261.90,true,ALERT-2025-00805
TXN-000196,ACC-0042,CUST-0016,2025-02-25,08:54:36,Wire Credit,Wire,Incoming Wire Transfer,Metro FX Clearing,Atlantic Correspondent Bank,USA,250291.04,1086470.70,true,ALERT-2025-00778
TXN-000197,ACC-0044,CUST-0017,2025-02-25,10:32:15,Wire Debit,Wire,Outgoing Wire Transfer,Continental Payment Hub,Atlantic Correspondent Bank,USA,75038.99,3170349.05,true,ALERT-2025-00879
TXN-000198,ACC-0040,CUST-0016,2025-02-25,14:31:55,Wire Debit,Wire,Counterparty Screening Match,Al-Rashid Trading LLC,Continental Trust Bank,USA,92261.90,2000.00,true,ALERT-2025-00851
TXN-000199,ACC-0044,CUST-0017,2025-02-26,09:27:32,Wire Debit,Wire,Outgoing Wire Transfer,Atlantic Liquidity Desk,Gateway National Bank,USA,59350.02,3110999.03,true,ALERT-2025-00876
TXN-000200,ACC-0047,CUST-0017,2025-02-26,13:58:14,Wire Debit,Wire,Counterparty Screening Match,Al-Rashid Trading LLC,Continental Trust Bank,USA,28088.62,1928717.51,true,ALERT-2025-00878
TXN-000201,ACC-0037,CUST-0015,2025-02-26,16:54:48,Wire Debit,Wire,International Wire Transfer,Kazan Metals LLC,Moscow Industrial Bank,Russia,35161.07,802463.33,true,ALERT-2025-00760
TXN-000202,ACC-0046,CUST-0017,2025-02-26,17:32:01,Wire Debit,Wire,Outgoing Wire Transfer,Metro FX Clearing,Metro Regional Bank,USA,45379.22,662754.08,true,ALERT-2025-00932
TXN-000203,ACC-0044,CUST-0017,2025-02-27,08:08:38,Wire Debit,Wire,International Wire Transfer,Myo Thant Enterprises,Yangon Commercial Bank,Myanmar,53991.88,3057007.15,true,ALERT-2025-00915
TXN-000204,ACC-0042,CUST-0016,2025-02-27,10:11:50,Wire Debit,Wire,Outgoing Wire Transfer,Metro FX Clearing,Atlantic Correspondent Bank,USA,40158.98,1046311.72,true,ALERT-2025-00820
TXN-000205,ACC-0040,CUST-0016,2025-02-27,13:25:39,Cash Deposit,Branch,Cash Deposit,,,USA,44226.37,46226.37,true,ALERT-2025-00837
TXN-000206,ACC-0040,CUST-0016,2025-02-27,15:54:13,Cash Deposit,Branch,Cash Deposit,,,USA,40690.55,86916.92,true,ALERT-2025-00853
TXN-000207,ACC-0046,CUST-0017,2025-02-27,15:57:48,Wire Debit,Wire,Outgoing Wire Transfer,Gateway Settlement Partners,Atlantic Correspondent Bank,USA,84771.36,577982.72,true,ALERT-2025-00873
TXN-000208,ACC-0039,CUST-0015,2025-02-28,11:15:31,ACH Debit,Online,Tax or Insurance Payment,Treasury Services Clearing,First National Bank — US,USA,7161.72,1295927.76,false,
TXN-000209,ACC-0042,CUST-0016,2025-02-28,16:39:52,Wire Debit,Wire,Outgoing Wire Transfer,Atlantic Liquidity Desk,Atlantic Correspondent Bank,USA,36807.53,1009504.19,true,ALERT-2025-00794
TXN-000210,ACC-0046,CUST-0017,2025-03-01,10:28:26,Wire Debit,Wire,Outgoing Wire Transfer,Metro FX Clearing,Continental Trust Bank,USA,32748.13,545234.59,true,ALERT-2025-00911
TXN-000211,ACC-0010,CUST-0004,2025-03-01,11:37:58,ACH Debit,ACH,Mortgage or Rent Payment,Riverstone Mortgage Servicing,Atlantic Correspondent Bank,USA,2578.84,1347998.39,false,
TXN-000212,ACC-0048,CUST-0018,2025-03-02,08:08:18,Wire Debit,Wire,International Wire Transfer,Al-Nour Supplies,Levant Correspondent Bank,Syria,64937.24,1009701.01,true,ALERT-2025-00951
TXN-000213,ACC-0046,CUST-0017,2025-03-02,09:30:05,Wire Debit,Wire,Outgoing Wire Transfer,Continental Payment Hub,Continental Trust Bank,USA,30830.12,514404.47,true,ALERT-2025-00919
TXN-000214,ACC-0054,CUST-0020,2025-03-02,09:39:28,Cash Deposit,Branch,Cash Deposit,,,USA,9897.22,100261.49,true,ALERT-2025-00988
TXN-000215,ACC-0046,CUST-0017,2025-03-02,10:35:15,Wire Debit,Wire,Outgoing Wire Transfer,NorthBridge Capital LLC,Gateway National Bank,USA,33389.94,481014.53,true,ALERT-2025-00894
TXN-000216,ACC-0033,CUST-0014,2025-03-02,13:05:15,ACH Debit,ACH,Commercial Utility Payment,Utility Services USA,Metro Utility Bank,USA,2360.27,2969045.91,false,
TXN-000217,ACC-0048,CUST-0018,2025-03-02,13:30:03,Wire Debit,Wire,International Wire Transfer,Al-Nour Supplies,Damascus Mercantile Bank,Syria,42979.00,966722.01,true,ALERT-2025-00961
TXN-000218,ACC-0044,CUST-0017,2025-03-02,13:53:24,Wire Credit,Wire,Incoming Wire Transfer,NorthBridge Capital LLC,Metro Regional Bank,USA,487258.72,3544265.87,true,ALERT-2025-00929
TXN-000219,ACC-0047,CUST-0017,2025-03-02,15:32:41,Wire Debit,Wire,Counterparty Screening Match,Kaveh Mohammadi,Gateway National Bank,USA,62839.47,1865878.04,true,ALERT-2025-00928
TXN-000220,ACC-0051,CUST-0019,2025-03-03,13:16:40,ACH Debit,ACH,Commercial Rent Payment,Commercial Property Services,Atlantic Correspondent Bank,USA,13634.57,67016.48,false,
TXN-000221,ACC-0053,CUST-0020,2025-03-03,13:44:25,Wire Debit,Wire,International Wire Transfer,Parsian Industrial Group,Parsian Bank,Iran,84412.54,494460.20,true,ALERT-2025-00998
TXN-000222,ACC-0047,CUST-0017,2025-03-03,14:22:11,Wire Debit,Wire,Counterparty Screening Match,Kaveh Mohammadi,Atlantic Correspondent Bank,USA,42071.03,1823807.01,true,ALERT-2025-00881
TXN-000223,ACC-0002,CUST-0001,2025-03-04,09:49:29,Cash Deposit,Branch,Cash Deposit,,,USA,8761.24,86040.61,true,ALERT-2025-00002
TXN-000224,ACC-0048,CUST-0018,2025-03-04,10:22:57,Wire Debit,Wire,International Wire Transfer,Shwe Mandalay Imports,Yangon Commercial Bank,Myanmar,18255.50,948466.51,true,ALERT-2025-00947
TXN-000225,ACC-0046,CUST-0017,2025-03-04,17:16:06,Wire Credit,Wire,Incoming Wire Transfer,Continental Payment Hub,Gateway National Bank,USA,409437.77,890452.30,true,ALERT-2025-00862
TXN-000226,ACC-0053,CUST-0020,2025-03-05,08:28:06,Wire Debit,Wire,Counterparty Screening Match,Nova Commerce Group,Continental Trust Bank,USA,68898.32,425561.88,true,ALERT-2025-00977
TXN-000227,ACC-0044,CUST-0017,2025-03-05,11:07:53,Wire Debit,Wire,Outgoing Wire Transfer,NorthBridge Capital LLC,Metro Regional Bank,USA,39559.14,3504706.73,true,ALERT-2025-00883
TXN-000228,ACC-0053,CUST-0020,2025-03-05,17:26:38,Wire Debit,Wire,International Wire Transfer,Volga Industrial Supply,Volga Correspondent Bank,Russia,68078.67,357483.21,true,ALERT-2025-00972
TXN-000229,ACC-0049,CUST-0018,2025-03-05,17:33:05,Cash Deposit,Branch,Cash Deposit,,,USA,9447.70,186758.15,true,ALERT-2025-00948
TXN-000230,ACC-0048,CUST-0018,2025-03-06,10:39:56,Wire Debit,Wire,International Wire Transfer,Horizon Haiti Trading,Haiti Commercial Bank,Haiti,61936.82,886529.69,true,ALERT-2025-00944
TXN-000231,ACC-0001,CUST-0001,2025-03-06,13:07:24,Cash Deposit,Branch,Cash Deposit,,,USA,8953.27,369231.58,true,ALERT-2025-00006
TXN-000232,ACC-0001,CUST-0001,2025-03-06,14:51:02,Cash Deposit,Branch,Cash Deposit,,,USA,9221.95,378453.53,true,ALERT-2025-00003
TXN-000233,ACC-0048,CUST-0018,2025-03-07,10:20:26,Wire Debit,Wire,International Wire Transfer,Kazan Metals LLC,Moscow Industrial Bank,Russia,28273.86,858255.83,true,ALERT-2025-00941
TXN-000234,ACC-0002,CUST-0001,2025-03-07,14:16:38,Cash Deposit,Branch,Cash Deposit,,,USA,9651.78,95692.39,true,ALERT-2025-00004
TXN-000235,ACC-0047,CUST-0017,2025-03-07,14:21:23,Wire Debit,Wire,International Wire Transfer,Kazan Metals LLC,Moscow Industrial Bank,Russia,57939.60,1765867.41,true,ALERT-2025-00930
TXN-000236,ACC-0001,CUST-0001,2025-03-07,14:47:31,Cash Deposit,Branch,Cash Deposit,,,USA,24983.54,403437.07,true,ALERT-2025-00012
TXN-000237,ACC-0048,CUST-0018,2025-03-07,17:53:31,ACH Debit,ACH,Commercial Rent Payment,Commercial Property Services,Atlantic Correspondent Bank,USA,8176.76,850079.07,false,
TXN-000238,ACC-0031,CUST-0013,2025-03-08,08:16:10,Wire Debit,Wire,Supplier Payment,Supplier Payment Clearing,Continental Trust Bank,USA,89989.09,273573.22,false,
TXN-000239,ACC-0001,CUST-0001,2025-03-08,09:07:49,Cash Deposit,Branch,Cash Deposit,,,USA,9091.72,412528.79,true,ALERT-2025-00009
TXN-000240,ACC-0055,CUST-0020,2025-03-08,12:33:02,Wire Debit,Wire,Counterparty Screening Match,Eastern Star Holdings,Continental Trust Bank,USA,82988.64,550216.26,true,ALERT-2025-00979
TXN-000241,ACC-0002,CUST-0001,2025-03-08,12:50:02,Cash Deposit,Branch,Cash Deposit,,,USA,9015.92,104708.31,true,ALERT-2025-00015
TXN-000242,ACC-0055,CUST-0020,2025-03-08,15:38:26,Wire Debit,Wire,Counterparty Screening Match,Eastern Star Holdings,Gateway National Bank,USA,77427.43,472788.83,true,ALERT-2025-00976
TXN-000243,ACC-0051,CUST-0019,2025-03-09,08:07:38,Cash Deposit,Branch,Cash Deposit,,,USA,26369.16,93385.64,true,ALERT-2025-00966
TXN-000244,ACC-0053,CUST-0020,2025-03-09,08:27:28,Wire Debit,Wire,Counterparty Screening Match,Eastern Star Holdings,Continental Trust Bank,USA,51633.62,305849.59,true,ALERT-2025-00984
TXN-000245,ACC-0001,CUST-0001,2025-03-09,11:16:00,Cash Deposit,Branch,Cash Deposit,,,USA,8822.06,421350.85,true,ALERT-2025-00001
TXN-000246,ACC-0053,CUST-0020,2025-03-09,14:04:01,Wire Debit,Wire,Counterparty Screening Match,Nova Commerce Group,Atlantic Correspondent Bank,USA,20339.64,285509.95,true,ALERT-2025-00975
TXN-000247,ACC-0002,CUST-0001,2025-03-10,13:40:53,Cash Deposit,Branch,Cash Deposit,,,USA,9252.51,113960.82,true,ALERT-2025-00013
TXN-000248,ACC-0003,CUST-0001,2025-03-11,16:33:17,Wire Credit,Wire,Incoming Wire Transfer,Metro FX Clearing,Continental Trust Bank,USA,319500.19,856057.44,true,ALERT-2025-00005
TXN-000249,ACC-0013,CUST-0005,2025-03-12,11:07:15,ACH Debit,ACH,Mortgage or Rent Payment,Riverstone Mortgage Servicing,Atlantic Correspondent Bank,USA,4105.59,153170.90,false,
TXN-000250,ACC-0002,CUST-0001,2025-03-12,12:43:54,Cash Deposit,Branch,Cash Deposit,,,USA,9544.48,123505.30,true,ALERT-2025-00025
TXN-000251,ACC-0002,CUST-0001,2025-03-12,13:02:08,Cash Deposit,Branch,Cash Deposit,,,USA,9440.69,132945.99,true,ALERT-2025-00010
TXN-000252,ACC-0003,CUST-0001,2025-03-13,08:32:18,Wire Debit,Wire,Counterparty Screening Match,Kaveh Mohammadi,Metro Regional Bank,USA,55875.98,800181.46,true,ALERT-2025-00008
TXN-000253,ACC-0001,CUST-0001,2025-03-13,11:53:30,Wire Debit,Wire,Outgoing Wire Transfer,Atlantic Liquidity Desk,Gateway National Bank,USA,31425.76,389925.09,true,ALERT-2025-00016
TXN-000254,ACC-0024,CUST-0010,2025-03-14,08:18:56,POS Debit,Debit Card,Grocery Purchase,FreshMart Grocery,First National Bank — US,USA,119.37,276017.49,false,
TXN-000255,ACC-0001,CUST-0001,2025-03-14,10:09:22,Cash Deposit,Branch,Cash Deposit,,,USA,9080.75,399005.84,true,ALERT-2025-00017
TXN-000256,ACC-0002,CUST-0001,2025-03-14,12:41:46,Cash Deposit,Branch,Cash Deposit,,,USA,8964.91,141910.90,true,ALERT-2025-00023
TXN-000257,ACC-0001,CUST-0001,2025-03-15,10:50:29,Cash Deposit,Branch,Cash Deposit,,,USA,8725.44,407731.28,true,ALERT-2025-00011
TXN-000258,ACC-0055,CUST-0020,2025-03-15,13:25:05,ACH Debit,ACH,Commercial Utility Payment,Utility Services USA,Metro Utility Bank,USA,401.28,472387.55,false,
TXN-000259,ACC-0001,CUST-0001,2025-03-15,13:46:36,Cash Deposit,Branch,Cash Deposit,,,USA,8846.81,416578.09,true,ALERT-2025-00020
TXN-000260,ACC-0002,CUST-0001,2025-03-15,16:58:36,Cash Deposit,Branch,Cash Deposit,,,USA,8537.52,150448.42,true,ALERT-2025-00019
TXN-000261,ACC-0001,CUST-0001,2025-03-16,13:25:12,Cash Deposit,Branch,Cash Deposit,,,USA,9215.96,425794.05,true,ALERT-2025-00014
TXN-000262,ACC-0009,CUST-0003,2025-03-16,17:03:11,ATM Withdrawal,ATM,ATM Withdrawal,City ATM Network,First National Bank — US,USA,142.28,925152.38,false,
TXN-000263,ACC-0003,CUST-0001,2025-03-17,13:02:26,Wire Debit,Wire,Outgoing Wire Transfer,Atlantic Liquidity Desk,Continental Trust Bank,USA,87970.10,712211.36,true,ALERT-2025-00038
TXN-000264,ACC-0002,CUST-0001,2025-03-17,14:41:20,Cash Deposit,Branch,Cash Deposit,,,USA,9496.10,159944.52,true,ALERT-2025-00021
TXN-000265,ACC-0001,CUST-0001,2025-03-17,15:42:42,Wire Debit,Wire,Counterparty Screening Match,Eastern Star Holdings,Continental Trust Bank,USA,56003.49,369790.56,true,ALERT-2025-00033
TXN-000266,ACC-0001,CUST-0001,2025-03-18,15:13:41,Cash Deposit,Branch,Cash Deposit,,,USA,8624.62,378415.18,true,ALERT-2025-00034
TXN-000267,ACC-0002,CUST-0001,2025-03-19,08:46:50,Cash Deposit,Branch,Cash Deposit,,,USA,8636.10,168580.62,true,ALERT-2025-00037
TXN-000268,ACC-0002,CUST-0001,2025-03-19,11:43:21,Cash Deposit,Branch,Cash Deposit,,,USA,9325.75,177906.37,true,ALERT-2025-00035
TXN-000269,ACC-0002,CUST-0001,2025-03-19,13:13:40,Cash Deposit,Branch,Cash Deposit,,,USA,33067.65,210974.02,true,ALERT-2025-00026
TXN-000270,ACC-0002,CUST-0001,2025-03-19,14:23:09,Cash Deposit,Branch,Cash Deposit,,,USA,8975.25,219949.27,true,ALERT-2025-00046
TXN-000271,ACC-0022,CUST-0009,2025-03-19,14:26:31,POS Debit,Debit Card,Grocery Purchase,FreshMart Grocery,First National Bank — US,USA,266.48,142080.00,false,
TXN-000272,ACC-0002,CUST-0001,2025-03-19,14:56:23,Cash Deposit,Branch,Cash Deposit,,,USA,9823.12,229772.39,true,ALERT-2025-00053
TXN-000273,ACC-0003,CUST-0001,2025-03-19,16:38:44,Wire Debit,Wire,Counterparty Screening Match,Nova Commerce Group,Gateway National Bank,USA,20184.08,692027.28,true,ALERT-2025-00043
TXN-000274,ACC-0002,CUST-0001,2025-03-19,17:05:19,Cash Deposit,Branch,Cash Deposit,,,USA,8640.55,238412.94,true,ALERT-2025-00030
TXN-000275,ACC-0001,CUST-0001,2025-03-20,08:22:30,Cash Deposit,Branch,Cash Deposit,,,USA,8731.38,387146.56,true,ALERT-2025-00031
TXN-000276,ACC-0001,CUST-0001,2025-03-20,11:09:23,Cash Deposit,Branch,Cash Deposit,,,USA,33231.98,420378.54,true,ALERT-2025-00047
TXN-000277,ACC-0001,CUST-0001,2025-03-20,15:07:07,Cash Deposit,Branch,Cash Deposit,,,USA,8746.13,429124.67,true,ALERT-2025-00022
TXN-000278,ACC-0001,CUST-0001,2025-03-20,17:40:09,Cash Deposit,Branch,Cash Deposit,,,USA,9161.03,438285.70,true,ALERT-2025-00039
TXN-000279,ACC-0001,CUST-0001,2025-03-21,11:18:30,Cash Deposit,Branch,Cash Deposit,,,USA,9111.60,447397.30,true,ALERT-2025-00041
TXN-000280,ACC-0002,CUST-0001,2025-03-21,12:47:16,Cash Deposit,Branch,Cash Deposit,,,USA,28496.05,266908.99,true,ALERT-2025-00029
TXN-000281,ACC-0002,CUST-0001,2025-03-21,14:04:14,Cash Deposit,Branch,Cash Deposit,,,USA,22336.82,289245.81,true,ALERT-2025-00054
TXN-000282,ACC-0001,CUST-0001,2025-03-21,16:15:17,Cash Deposit,Branch,Cash Deposit,,,USA,9049.42,456446.72,true,ALERT-2025-00024
TXN-000283,ACC-0001,CUST-0001,2025-03-22,10:01:30,Cash Deposit,Branch,Cash Deposit,,,USA,8565.00,465011.72,true,ALERT-2025-00061
TXN-000284,ACC-0001,CUST-0001,2025-03-22,11:27:33,Cash Deposit,Branch,Cash Deposit,,,USA,9065.48,474077.20,true,ALERT-2025-00045
TXN-000285,ACC-0001,CUST-0001,2025-03-22,15:54:54,Wire Debit,Wire,International Wire Transfer,Levant Cedar Group,Damascus Mercantile Bank,Syria,77720.91,396356.29,true,ALERT-2025-00044
